rank,city1,city2,iata1,iata2,route_code,pax_to,pax_from,total_passengers,route_weight_percent,cumulative_weight_percent
367,GOA,CHANDIGARH,GOI,IXC,GOI-IXC,20306,20047,40353,0.0297,97.0554
368,MUMBAI,DIU,BOM,,MUMBAI-DIU,19585,20407,39992,0.0294,97.0848
369,DELHI,SILCHAR,DEL,,DELHI-SILCHAR,19842,20080,39922,0.0293,97.1141
370,JHARSUGUDA,KOLKATA,,CCU,JHARSUGUDA-KOLKATA,20559,18848,39407,0.029,97.1431
371,BHUBANESWAR,RAIPUR,BBI,RPR,BBI-RPR,19685,19129,38814,0.0285,97.1716
372,DELHI,KANPUR,DEL,,DELHI-KANPUR,19487,19138,38625,0.0284,97.2
373,ALLAHABAD,BHUBANESWAR,,BBI,ALLAHABAD-BHUBANESWAR,18482,20100,38582,0.0284,97.2284
374,INDORE,JABALPUR,IDR,,INDORE-JABALPUR,18895,19686,38581,0.0284,97.2568
375,INDORE,JAMMU,IDR,IXJ,IDR-IXJ,19330,18414,37744,0.0277,97.2845
376,BENGALURU,SRINAGAR,BLR,SXR,BLR-SXR,17916,19797,37713,0.0277,97.3122
377,KOLKATA,SHILLONG,CCU,,KOLKATA-SHILLONG,20442,16700,37142,0.0273,97.3395
378,AMRITSAR,LUCKNOW,ATQ,LKO,ATQ-LKO,18945,17979,36924,0.0271,97.3667
379,GOA,AHMEDABAD,GOI,AMD,GOI-AMD,17543,19378,36921,0.0271,97.3938
380,AGRA,MUMBAI,,BOM,AGRA-MUMBAI,18336,18180,36516,0.0268,97.4207
381,KOLKATA,SRINAGAR,CCU,SXR,CCU-SXR,18107,18242,36349,0.0267,97.4474
382,CHANDIGARH,LEH,IXC,IXL,IXC-IXL,14910,21403,36313,0.0267,97.4741
383,BHOPAL,RAIPUR,BHO,RPR,BHO-RPR,17911,18055,35966,0.0264,97.5005
384,ALLAHABAD,INDORE,,IDR,ALLAHABAD-INDORE,18917,17030,35947,0.0264,97.527
385,BAGDOGRA,GUWAHATI,IXB,GAU,IXB-GAU,32047,3598,35645,0.0262,97.5532
386,MUMBAI,PORT BLAIR,BOM,IXZ,BOM-IXZ,18787,16619,35406,0.026,97.5792
387,AGARTALA,IMPHAL,IXA,IMF,IXA-IMF,14798,19388,34186,0.0251,97.6043
388,LUCKNOW,RAIPUR,LKO,RPR,LKO-RPR,17327,16388,33715,0.0248,97.6291
389,HYDERABAD,CUDDAPAH,HYD,,HYDERABAD-CUDDAPAH,16658,16894,33552,0.0247,97.6538
390,DEHRADUN,PUNE,DED,PNQ,DED-PNQ,17635,15886,33521,0.0246,97.6784
391,MUMBAI,MALVAN,BOM,,MUMBAI-MALVAN,17010,16487,33497,0.0246,97.703
392,ALLAHABAD,DEHRADUN,,DED,ALLAHABAD-DEHRADUN,16313,16928,33241,0.0244,97.7275
393,AHMEDABAD,JODHPUR,AMD,JDH,AMD-JDH,16966,15705,32671,0.024,97.7515
394,DIMAPUR,GUWAHATI,,GAU,DIMAPUR-GUWAHATI,17571,14443,32014,0.0235,97.775
395,JODHPUR,KOLKATA,JDH,CCU,JDH-CCU,16627,15296,31923,0.0235,97.7985
396,KOLKATA,RUPSI,CCU,,KOLKATA-RUPSI,15563,15919,31482,0.0231,97.8216
397,DELHI,KANNUR,DEL,,DELHI-KANNUR,15500,15540,31040,0.0228,97.8445
398,BHUBANESWAR,JHARSUGUDA,BBI,,BHUBANESWAR-JHARSUGUDA,14960,15793,30753,0.0226,97.8671
399,TIRUPATI,VIJAYAWADA,,,TIRUPATI-VIJAYAWADA,15174,15488,30662,0.0225,97.8896
400,BHUJ,MUMBAI,,BOM,BHUJ-MUMBAI,14957,15479,30436,0.0224,97.912
401,PORT BLAIR,VISAKHAPATNAM,IXZ,VTZ,IXZ-VTZ,13271,17099,30370,0.0223,97.9343
402,BENGALURU,PONDICHERRY,BLR,,BENGALURU-PONDICHERRY,14574,15532,30106,0.0221,97.9564
403,BENGALURU,JABALPUR,BLR,,BENGALURU-JABALPUR,14863,15108,29971,0.022,97.9785
404,HYDERABAD,JAGDALPUR,HYD,,HYDERABAD-JAGDALPUR,15018,14893,29911,0.022,98.0005
405,MUMBAI,JAISALMER,BOM,,MUMBAI-JAISALMER,13702,15895,29597,0.0218,98.0222
406,AMRITSAR,PATNA,ATQ,PAT,ATQ-PAT,14667,14593,29260,0.0215,98.0437
407,JAGDALPUR,RAIPUR,,RPR,JAGDALPUR-RAIPUR,14559,14413,28972,0.0213,98.065
408,BAREILLY,DELHI,,DEL,BAREILLY-DELHI,15152,13537,28689,0.0211,98.0861
409,BHAVNAGAR,PUNE,,PNQ,BHAVNAGAR-PUNE,14468,14220,28688,0.0211,98.1072
410,AGARTALA,DIBRUGARH,IXA,,AGARTALA-DIBRUGARH,13266,15232,28498,0.021,98.1282
411,DABOLIM,RAJKOT,GOI,,DABOLIM-RAJKOT,14629,13482,28111,0.0207,98.1488
412,MANGALORE,PUNE,IXE,PNQ,IXE-PNQ,13619,13923,27542,0.0202,98.1691
413,DEHRADUN,KOLKATA,DED,CCU,DED-CCU,14298,13229,27527,0.0202,98.1893
414,DELHI,KHAJURAHO,DEL,,DELHI-KHAJURAHO,13645,13849,27494,0.0202,98.2095
415,HYDERABAD,NASIK,HYD,,HYDERABAD-NASIK,13604,13546,27150,0.02,98.2295
416,MUMBAI,LEH,BOM,IXL,BOM-IXL,26844,10,26854,0.0197,98.2492
417,GOA,PUNE,GOI,PNQ,GOI-PNQ,13931,12810,26741,0.0197,98.2689
418,BIKANER,DELHI,,DEL,BIKANER-DELHI,12995,13743,26738,0.0197,98.2885
419,ITANAGAR,KOLKATA,,CCU,ITANAGAR-KOLKATA,12287,14449,26736,0.0197,98.3082
420,DELHI,KANDLA,DEL,,DELHI-KANDLA,14150,12110,26260,0.0193,98.3275
421,AGARTALA,CHENNAI,IXA,MAA,IXA-MAA,15146,10936,26082,0.0192,98.3467
422,DABOLIM,MYSORE,GOI,,DABOLIM-MYSORE,12581,13311,25892,0.019,98.3657
423,DELHI,JORHAT,DEL,,DELHI-JORHAT,12634,12947,25581,0.0188,98.3845
424,DIBRUGARH,IMPHAL,,IMF,DIBRUGARH-IMPHAL,12669,12851,25520,0.0188,98.4033
425,DIMAPUR,IMPHAL,,IMF,DIMAPUR-IMPHAL,13711,11648,25359,0.0186,98.4219
426,BENGALURU,GORAKHPUR,BLR,,BENGALURU-GORAKHPUR,11738,13503,25241,0.0186,98.4405
427,AHMEDABAD,JAMMU,AMD,IXJ,AMD-IXJ,12798,12276,25074,0.0184,98.4589
428,GUWAHATI,JORHAT,GAU,,GUWAHATI-JORHAT,11559,13301,24860,0.0183,98.4772
429,HYDERABAD,JHARSUGUDA,HYD,,HYDERABAD-JHARSUGUDA,12190,11783,23973,0.0176,98.4948
430,KOLKATA,LILABARI,CCU,,KOLKATA-LILABARI,11344,12538,23882,0.0176,98.5124
431,BHUBANESWAR,RANCHI,BBI,IXR,BBI-IXR,11192,12634,23826,0.0175,98.5299
432,CHANDIGARH,GUWAHATI,IXC,GAU,IXC-GAU,12514,11157,23671,0.0174,98.5473
433,BENGALURU,JHARSUGUDA,BLR,,BENGALURU-JHARSUGUDA,11124,12472,23596,0.0173,98.5646
434,ALLAHABAD,LUCKNOW,,LKO,ALLAHABAD-LUCKNOW,11637,11673,23310,0.0171,98.5818
435,AHMEDABAD,COIMBATORE,AMD,CJB,AMD-CJB,12266,10560,22826,0.0168,98.5985
436,DELHI,TIRUCHIRAPALLY,DEL,,DELHI-TIRUCHIRAPALLY,12841,9901,22742,0.0167,98.6153
437,PUNE,TIRUPATI,PNQ,,PUNE-TIRUPATI,11394,11234,22628,0.0166,98.6319
438,DELHI,KUSHINAGAR,DEL,,DELHI-KUSHINAGAR,11342,11204,22546,0.0166,98.6485
439,CHANDIGARH,DHARAMSALA,IXC,,CHANDIGARH-DHARAMSALA,10268,12275,22543,0.0166,98.665
440,INDORE,JODHPUR,IDR,JDH,IDR-JDH,11291,10706,21997,0.0162,98.6812
441,GOA,CHENNAI,GOI,MAA,GOI-MAA,10295,10678,20973,0.0154,98.6966
442,GOA,NAGPUR,GOI,NAG,GOI-NAG,10040,10880,20920,0.0154,98.712
443,ALLAHABAD,GORAKHPUR,,,ALLAHABAD-GORAKHPUR,12057,8457,20514,0.0151,98.7271
444,CHENNAI,DEHRADUN,MAA,DED,MAA-DED,10368,10132,20500,0.0151,98.7422
445,BENGALURU,DIMAPUR,BLR,,BENGALURU-DIMAPUR,11740,8640,20380,0.015,98.7571
446,AHMEDABAD,BELGAUM,AMD,,AHMEDABAD-BELGAUM,10026,10323,20349,0.015,98.7721
447,MUMBAI,SURAT,BOM,STV,BOM-STV,9932,10090,20022,0.0147,98.7868
448,GWALIOR,HYDERABAD,,HYD,GWALIOR-HYDERABAD,9708,9944,19652,0.0144,98.8013
449,KOCHI,DABOLIM,COK,GOI,COK-GOI,9359,10226,19585,0.0144,98.8157
450,GWALIOR,INDORE,,IDR,GWALIOR-INDORE,9201,9643,18844,0.0139,98.8295
451,CHENNAI,VADODARA,MAA,BDQ,MAA-BDQ,9258,9132,18390,0.0135,98.843
452,ALLAHABAD,BHOPAL,,BHO,ALLAHABAD-BHOPAL,8883,9440,18323,0.0135,98.8565
453,KISHANGARH,DELHI,,DEL,KISHANGARH-DELHI,8711,8874,17585,0.0129,98.8694
454,GUWAHATI,RUPSI,GAU,,GUWAHATI-RUPSI,8925,8493,17418,0.0128,98.8822
455,BENGALURU,JAMMU,BLR,IXJ,BLR-IXJ,9095,8261,17356,0.0128,98.895
456,IMPHAL,SHILLONG,IMF,,IMPHAL-SHILLONG,8790,8339,17129,0.0126,98.9076
457,CHENNAI,DIBRUGARH,MAA,,CHENNAI-DIBRUGARH,8749,8378,17127,0.0126,98.9202
458,AMRITSAR,JAIPUR,ATQ,JAI,ATQ-JAI,8341,8566,16907,0.0124,98.9326
459,GUWAHATI,TEZU,GAU,,GUWAHATI-TEZU,7798,9086,16884,0.0124,98.945
460,BENGALURU,IMPHAL,BLR,IMF,BLR-IMF,9179,7596,16775,0.0123,98.9573
461,DEOGHAR,KOLKATA,,CCU,DEOGHAR-KOLKATA,8667,8050,16717,0.0123,98.9696
462,LUCKNOW,SRINAGAR,LKO,SXR,LKO-SXR,7641,9021,16662,0.0122,98.9819
463,GWALIOR,KOLKATA,,CCU,GWALIOR-KOLKATA,8375,7601,15976,0.0117,98.9936
464,DEHRADUN,VARANASI,DED,VNS,DED-VNS,7944,7783,15727,0.0116,99.0052
465,PUNE,VISAKHAPATNAM,PNQ,VTZ,PNQ-VTZ,7820,7878,15698,0.0115,99.0167
466,MUMBAI,IMPHAL,BOM,IMF,BOM-IMF,7479,8023,15502,0.0114,99.0281
467,KISHANGARH,HYDERABAD,,HYD,KISHANGARH-HYDERABAD,7510,7982,15492,0.0114,99.0395
468,BENGALURU,KOLHAPUR,BLR,,BENGALURU-KOLHAPUR,7908,7470,15378,0.0113,99.0508
469,CHANDIGARH,INDORE,IXC,IDR,IXC-IDR,7292,7937,15229,0.0112,99.062
470,GORAKHPUR,LUCKNOW,,LKO,GORAKHPUR-LUCKNOW,8592,6598,15190,0.0112,99.0732
471,AHMEDABAD,KOLHAPUR,AMD,,AHMEDABAD-KOLHAPUR,8174,6895,15069,0.0111,99.0843
472,AGARTALA,SHILLONG,IXA,,AGARTALA-SHILLONG,8123,6945,15068,0.0111,99.0953
473,AGRA,AHMEDABAD,,AMD,AGRA-AHMEDABAD,7457,7460,14917,0.011,99.1063
474,MUMBAI,PORBANDAR,BOM,,MUMBAI-PORBANDAR,8113,6715,14828,0.0109,99.1172
475,BHOPAL,KOCHI,BHO,COK,BHO-COK,7139,7682,14821,0.0109,99.1281
476,KURNOOL,VISAKHAPATNAM,,VTZ,KURNOOL-VISAKHAPATNAM,7349,7359,14708,0.0108,99.1389
477,SHIRDI,TIRUPATI,,,SHIRDI-TIRUPATI,7265,7346,14611,0.0107,99.1497
478,AHMEDABAD,BHUJ,AMD,,AHMEDABAD-BHUJ,7316,7235,14551,0.0107,99.1604
479,AIZAWL,IMPHAL,,IMF,AIZAWL-IMPHAL,7345,7147,14492,0.0107,99.171
480,AHMEDABAD,NASIK,AMD,,AHMEDABAD-NASIK,7308,6946,14254,0.0105,99.1815
481,MADURAI,TIRUPATI,IXM,,MADURAI-TIRUPATI,7460,6591,14051,0.0103,99.1918
482,BENGALURU,JORHAT,BLR,,BENGALURU-JORHAT,7311,6724,14035,0.0103,99.2021
483,BHUBANESWAR,LUCKNOW,BBI,LKO,BBI-LKO,7994,5960,13954,0.0103,99.2124
484,GHAZIABAD,HUBLI,,,GHAZIABAD-HUBLI,6919,6741,13660,0.01,99.2224
485,JAIPUR,VARANASI,JAI,VNS,JAI-VNS,6981,6449,13430,0.0099,99.2323
486,KOLKATA,UDAIPUR,CCU,UDR,CCU-UDR,6910,6434,13344,0.0098,99.2421
487,AGARTALA,AIZAWL,IXA,,AGARTALA-AIZAWL,6949,6160,13109,0.0096,99.2518
488,BHUBANESWAR,CHANDIGARH,BBI,IXC,BBI-IXC,6763,6262,13025,0.0096,99.2613
489,BENGALURU,VIDYANAGAR,BLR,,BENGALURU-VIDYANAGAR,6311,6701,13012,0.0096,99.2709
490,DEHRADUN,PANTNAGAR,DED,,DEHRADUN-PANTNAGAR,6360,6582,12942,0.0095,99.2804
491,KOCHI,MYSORE,COK,,KOCHI-MYSORE,6533,6305,12838,0.0094,99.2898
492,RAJAHMUNDRY,VISAKHAPATNAM,,VTZ,RAJAHMUNDRY-VISAKHAPATNAM,6777,5866,12643,0.0093,99.2991
493,NASIK,PUNE,,PNQ,NASIK-PUNE,6161,6095,12256,0.009,99.3081
494,IMPHAL,SILCHAR,IMF,,IMPHAL-SILCHAR,6120,5813,11933,0.0088,99.3169
495,DELHI,KULLU,DEL,,DELHI-KULLU,8099,3774,11873,0.0087,99.3257
496,AGRA,LUCKNOW,,LKO,AGRA-LUCKNOW,5605,6197,11802,0.0087,99.3343
497,LUCKNOW,PANTNAGAR,LKO,,LUCKNOW-PANTNAGAR,6088,5668,11756,0.0086,99.343
498,HUBLI,MANGALORE,,IXE,HUBLI-MANGALORE,6425,5249,11674,0.0086,99.3516
499,BHOPAL,PUNE,BHO,PNQ,BHO-PNQ,6120,5394,11514,0.0085,99.36
500,AHMEDABAD,GWALIOR,AMD,,AHMEDABAD-GWALIOR,5599,5847,11446,0.0084,99.3684
501,HYDERABAD,JAMNAGAR,HYD,,HYDERABAD-JAMNAGAR,5963,5467,11430,0.0084,99.3768
502,CHENNAI,SRINAGAR,MAA,SXR,MAA-SXR,5941,5402,11343,0.0083,99.3852
503,COIMBATORE,SURAT,CJB,STV,CJB-STV,6028,5297,11325,0.0083,99.3935
504,BENGALURU,KURNOOL,BLR,,BENGALURU-KURNOOL,4879,6440,11319,0.0083,99.4018
505,JAIPUR,PATNA,JAI,PAT,JAI-PAT,5440,5863,11303,0.0083,99.4101
506,KOLKATA,TRIVANDRUM,CCU,TRV,CCU-TRV,6112,5182,11294,0.0083,99.4184
507,COIMBATORE,JAIPUR,CJB,JAI,CJB-JAI,6542,4694,11236,0.0083,99.4267
508,BENGALURU,JAMNAGAR,BLR,,BENGALURU-JAMNAGAR,5555,5468,11023,0.0081,99.4348
509,CHENNAI,KURNOOL,MAA,,CHENNAI-KURNOOL,5459,5528,10987,0.0081,99.4429
510,BELGAUM,PUNE,,PNQ,BELGAUM-PUNE,5502,5417,10919,0.008,99.4509
511,GUWAHATI,PASIGHAT,GAU,,GUWAHATI-PASIGHAT,5464,5320,10784,0.0079,99.4588
512,DELHI,PAKYONG,DEL,,DELHI-PAKYONG,5760,4914,10674,0.0078,99.4667
513,AIZAWL,SHILLONG,,,AIZAWL-SHILLONG,5471,5200,10671,0.0078,99.4745
514,ALLAHABAD,BILASPUR,,,ALLAHABAD-BILASPUR,5564,5057,10621,0.0078,99.4823
515,HYDERABAD,VIDYANAGAR,HYD,,HYDERABAD-VIDYANAGAR,5290,5326,10616,0.0078,99.4901
516,CUDDAPAH,VISAKHAPATNAM,,VTZ,CUDDAPAH-VISAKHAPATNAM,5147,5439,10586,0.0078,99.4979
517,BELGAUM,JODHPUR,,JDH,BELGAUM-JODHPUR,5243,4904,10147,0.0075,99.5054
518,AHMEDABAD,GUWAHATI,AMD,GAU,AMD-GAU,5082,4927,10009,0.0074,99.5127
519,JHARSUGUDA,RAIPUR,,RPR,JHARSUGUDA-RAIPUR,5684,4223,9907,0.0073,99.52
520,GUWAHATI,VARANASI,GAU,VNS,GAU-VNS,4901,5003,9904,0.0073,99.5273
521,BENGALURU,BIDAR,BLR,,BENGALURU-BIDAR,4701,5189,9890,0.0073,99.5346
522,BHOPAL,CHENNAI,BHO,MAA,BHO-MAA,4511,5362,9873,0.0073,99.5418
523,RAIPUR,SRINAGAR,RPR,SXR,RPR-SXR,4889,4914,9803,0.0072,99.549
524,JAIPUR,JAISALMER,JAI,,JAIPUR-JAISALMER,5064,4655,9719,0.0071,99.5562
525,AHMEDABAD,VISAKHAPATNAM,AMD,VTZ,AMD-VTZ,5537,3986,9523,0.007,99.5632
526,BILASPUR,DELHI,,DEL,BILASPUR-DELHI,4705,4761,9466,0.007,99.5701
527,CHENNAI,CUDDAPAH,MAA,,CHENNAI-CUDDAPAH,4115,5333,9448,0.0069,99.5771
528,MUMBAI,DIBRUGARH,BOM,,MUMBAI-DIBRUGARH,5443,3918,9361,0.0069,99.584
529,BELGAUM,SURAT,,STV,BELGAUM-SURAT,4823,4474,9297,0.0068,99.5908
530,COIMBATORE,GUWAHATI,CJB,GAU,CJB-GAU,5887,3347,9234,0.0068,99.5976
531,KISHANGARH,SURAT,,STV,KISHANGARH-SURAT,4372,4860,9232,0.0068,99.6044
532,GONDIA,INDORE,,IDR,GONDIA-INDORE,4636,4415,9051,0.0067,99.611
533,BILASPUR,JABALPUR,,,BILASPUR-JABALPUR,3988,4949,8937,0.0066,99.6176
534,AHMEDABAD,UDAIPUR,AMD,UDR,AMD-UDR,4390,4483,8873,0.0065,99.6241
535,DELHI,SIMLA,DEL,,DELHI-SIMLA,5262,3577,8839,0.0065,99.6306
536,SHILLONG,SILCHAR,,,SHILLONG-SILCHAR,3845,4936,8781,0.0065,99.6371
537,BELGAUM,INDORE,,IDR,BELGAUM-INDORE,4469,4300,8769,0.0064,99.6435
538,DHARAMSALA,JAIPUR,,JAI,DHARAMSALA-JAIPUR,3483,5234,8717,0.0064,99.6499
539,AGARTALA,AHMEDABAD,IXA,AMD,IXA-AMD,3822,4631,8453,0.0062,99.6561
540,KISHANGARH,MUMBAI,,BOM,KISHANGARH-MUMBAI,4100,4282,8382,0.0062,99.6623
541,BENGALURU,MYSORE,BLR,,BENGALURU-MYSORE,2883,5460,8343,0.0061,99.6684
542,KALABURAGI,TIRUPATI,,,KALABURAGI-TIRUPATI,4753,3429,8182,0.006,99.6744
543,MUMBAI,KESHOD,BOM,,MUMBAI-KESHOD,4017,3823,7840,0.0058,99.6802
544,RAJAHMUNDRY,TIRUPATI,,,RAJAHMUNDRY-TIRUPATI,4250,3490,7740,0.0057,99.6859
545,CHENNAI,DARBHANGA,MAA,,CHENNAI-DARBHANGA,4959,2768,7727,0.0057,99.6916
546,GOA,KOLKATA,GOI,CCU,GOI-CCU,4116,3585,7701,0.0057,99.6972
547,KOLKATA,MANGALORE,CCU,IXE,CCU-IXE,3635,3978,7613,0.0056,99.7028
548,IMPHAL,TEZU,IMF,,IMPHAL-TEZU,4154,3422,7576,0.0056,99.7084
549,BELGAUM,TIRUPATI,,,BELGAUM-TIRUPATI,4019,3551,7570,0.0056,99.714
550,HYDERABAD,IMPHAL,HYD,IMF,HYD-IMF,3541,3939,7480,0.0055,99.7195
551,DELHI,JAGDALPUR,DEL,,DELHI-JAGDALPUR,3013,4428,7441,0.0055,99.7249
552,DEHRADUN,GUWAHATI,DED,GAU,DED-GAU,4372,2909,7281,0.0054,99.7303
553,KOLKATA,PAKYONG,CCU,,KOLKATA-PAKYONG,3853,3402,7255,0.0053,99.7356
554,BHUBANESWAR,ROURKELA,BBI,,BHUBANESWAR-ROURKELA,3495,3647,7142,0.0053,99.7409
555,GONDIA,HYDERABAD,,HYD,GONDIA-HYDERABAD,3588,3544,7132,0.0052,99.7461
556,KISHANGARH,INDORE,,IDR,KISHANGARH-INDORE,3380,3531,6911,0.0051,99.7512
557,PUNE,SURAT,PNQ,STV,PNQ-STV,3345,3508,6853,0.005,99.7562
558,COIMBATORE,TIRUPATI,CJB,,COIMBATORE-TIRUPATI,2873,3918,6791,0.005,99.7612
559,BENGALURU,CUDDAPAH,BLR,,BENGALURU-CUDDAPAH,2690,4025,6715,0.0049,99.7662
560,GHAZIABAD,KALABURAGI,,,GHAZIABAD-KALABURAGI,3269,3334,6603,0.0049,99.771
561,DELHI,PATHANKOT,DEL,,DELHI-PATHANKOT,3186,3302,6488,0.0048,99.7758
562,AHMEDABAD,JAISALMER,AMD,,AHMEDABAD-JAISALMER,2840,3584,6424,0.0047,99.7805
563,GWALIOR,JAMMU,,IXJ,GWALIOR-JAMMU,3354,2991,6345,0.0047,99.7852
564,DIMAPUR,SHILLONG,,,DIMAPUR-SHILLONG,3021,3156,6177,0.0045,99.7897
565,CUDDAPAH,VIJAYAWADA,,,CUDDAPAH-VIJAYAWADA,3162,2978,6140,0.0045,99.7942
566,HYDERABAD,JAMMU,HYD,IXJ,HYD-IXJ,5312,825,6137,0.0045,99.7987
567,BILASPUR,INDORE,,IDR,BILASPUR-INDORE,3368,2473,5841,0.0043,99.803
568,BELGAUM,NAGPUR,,NAG,BELGAUM-NAGPUR,2856,2956,5812,0.0043,99.8073
569,HUBLI,MYSORE,,,HUBLI-MYSORE,3327,2483,5810,0.0043,99.8116
570,CHANDIGARH,KULLU,IXC,,CHANDIGARH-KULLU,4057,1674,5731,0.0042,99.8158
571,DIBRUGARH,SHILLONG,,,DIBRUGARH-SHILLONG,2284,3446,5730,0.0042,99.82
572,GORAKHPUR,VARANASI,,VNS,GORAKHPUR-VARANASI,3679,2045,5724,0.0042,99.8242
573,AGRA,BHOPAL,,BHO,AGRA-BHOPAL,2395,3243,5638,0.0041,99.8284
574,BELGAUM,NASIK,,,BELGAUM-NASIK,2900,2712,5612,0.0041,99.8325
575,COIMBATORE,VISAKHAPATNAM,CJB,VTZ,CJB-VTZ,1262,4134,5396,0.004,99.8365
576,MUMBAI,KOLHAPUR,BOM,,MUMBAI-KOLHAPUR,2780,2560,5340,0.0039,99.8404
577,RAIPUR,VISAKHAPATNAM,RPR,VTZ,RPR-VTZ,5183,0,5183,0.0038,99.8442
578,BHOPAL,UDAIPUR,BHO,UDR,BHO-UDR,2541,2641,5182,0.0038,99.848
579,AMRITSAR,CHENNAI,ATQ,MAA,ATQ-MAA,2173,2980,5153,0.0038,99.8518
580,AHMEDABAD,TRIVANDRUM,AMD,TRV,AMD-TRV,2803,2326,5129,0.0038,99.8556
581,BENGALURU,SILCHAR,BLR,,BENGALURU-SILCHAR,2558,2288,4846,0.0036,99.8591
582,PATNA,VARANASI,PAT,VNS,PAT-VNS,2350,2459,4809,0.0035,99.8627
583,AIZAWL,MUMBAI,,BOM,AIZAWL-MUMBAI,2580,2168,4748,0.0035,99.8661
584,DABOLIM,GUWAHATI,GOI,GAU,GOI-GAU,4711,4,4715,0.0035,99.8696
585,KOCHI,RANCHI,COK,IXR,COK-IXR,2658,1974,4632,0.0034,99.873
586,AHMEDABAD,DURGAPUR,AMD,,AHMEDABAD-DURGAPUR,1979,2591,4570,0.0034,99.8764
587,JAIPUR,VADODARA,JAI,BDQ,JAI-BDQ,2371,2100,4471,0.0033,99.8797
588,DELHI,PORBANDAR,DEL,,DELHI-PORBANDAR,2372,2073,4445,0.0033,99.8829
589,AMRITSAR,GUWAHATI,ATQ,GAU,ATQ-GAU,1913,2499,4412,0.0032,99.8862
590,MUMBAI,GAYA,BOM,,MUMBAI-GAYA,2173,2030,4203,0.0031,99.8893
591,AMRITSAR,HYDERABAD,ATQ,HYD,ATQ-HYD,2365,1806,4171,0.0031,99.8923
592,GUWAHATI,ITANAGAR,GAU,,GUWAHATI-ITANAGAR,1673,2493,4166,0.0031,99.8954
593,JAMMU,VARANASI,IXJ,VNS,IXJ-VNS,1959,2067,4026,0.003,99.8984
594,KOCHI,PATNA,COK,PAT,COK-PAT,2217,1567,3784,0.0028,99.9011
595,JAIPUR,JODHPUR,JAI,JDH,JAI-JDH,1682,2102,3784,0.0028,99.9039
596,MUMBAI,DIMAPUR,BOM,,MUMBAI-DIMAPUR,2093,1566,3659,0.0027,99.9066
597,DURGAPUR,GUWAHATI,,GAU,DURGAPUR-GUWAHATI,1795,1816,3611,0.0027,99.9093
598,COIMBATORE,KOLKATA,CJB,CCU,CJB-CCU,1694,1781,3475,0.0026,99.9118
599,MADURAI,VIJAYAWADA,IXM,,MADURAI-VIJAYAWADA,1868,1553,3421,0.0025,99.9143
600,KOCHI,LUCKNOW,COK,LKO,COK-LKO,1663,1368,3031,0.0022,99.9166
601,GUWAHATI,JODHPUR,GAU,JDH,GAU-JDH,1296,1705,3001,0.0022,99.9188
602,GORAKHPUR,KANPUR,,,GORAKHPUR-KANPUR,1455,1308,2763,0.002,99.9208
603,JABALPUR,KOLKATA,,CCU,JABALPUR-KOLKATA,1451,1295,2746,0.002,99.9228
604,VARANASI,VISAKHAPATNAM,VNS,VTZ,VNS-VTZ,1638,1101,2739,0.002,99.9248
605,DIBRUGARH,DIMAPUR,,,DIBRUGARH-DIMAPUR,1650,1081,2731,0.002,99.9268
606,KOCHI,RAIPUR,COK,RPR,COK-RPR,1333,1236,2569,0.0019,99.9287
607,GUWAHATI,LILABARI,GAU,,GUWAHATI-LILABARI,1247,1322,2569,0.0019,99.9306
608,CHENNAI,NASIK,MAA,,CHENNAI-NASIK,1205,1344,2549,0.0019,99.9325
609,GUWAHATI,SHILLONG,GAU,,GUWAHATI-SHILLONG,1414,1114,2528,0.0019,99.9343
610,LUCKNOW,VARANASI,LKO,VNS,LKO-VNS,936,1562,2498,0.0018,99.9362
611,COIMBATORE,MANGALORE,CJB,IXE,CJB-IXE,494,1976,2470,0.0018,99.938
612,KOCHI,VARANASI,COK,VNS,COK-VNS,972,1452,2424,0.0018,99.9398
613,CHANDIGARH,KOCHI,IXC,COK,IXC-COK,1024,1285,2309,0.0017,99.9415
614,GUWAHATI,TEZPUR,GAU,,GUWAHATI-TEZPUR,1312,964,2276,0.0017,99.9432
615,AHMEDABAD,SHIRDI,AMD,,AHMEDABAD-SHIRDI,1293,969,2262,0.0017,99.9448
616,CHENNAI,JABALPUR,MAA,,CHENNAI-JABALPUR,854,1344,2198,0.0016,99.9464
617,BHUBANESWAR,JEYPORE,BBI,,BHUBANESWAR-JEYPORE,1059,1081,2140,0.0016,99.948
618,HUBLI,PUNE,,PNQ,HUBLI-PUNE,1306,810,2116,0.0016,99.9496
619,CHANDIGARH,DEHRADUN,IXC,DED,IXC-DED,203,1877,2080,0.0015,99.9511
620,RANCHI,VARANASI,IXR,VNS,IXR-VNS,1754,241,1995,0.0015,99.9526
621,MUMBAI,JHARSUGUDA,BOM,,MUMBAI-JHARSUGUDA,977,874,1851,0.0014,99.9539
